Country,Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guinea-Bissau,GNB,43.77130156,44.71479374,45.72112376,46.78709104,47.90216927,49.06518492,50.28773115,51.58506401,52.93140114,54.30995733,55.73328592,57.21966572,58.77371977,60.3752845,61.99534139,63.61731863,65.2401138,66.85014225,68.45501422,70.07315078,71.68662873,73.28310811,
Equatorial Guinea,GNQ,24.4198574,25.64242424,26.88467023,28.15262032,29.4600713,30.82802139,32.27871658,33.82581105,35.4713369,37.20805704,39.02046346,40.80527629,42.55386809,44.34727273,46.174082,48.02042781,49.87262032,51.71814617,53.55048128,55.36652406,56.9001426,58.26973262,
Greece,GRC,83.83093871,84.2678976,84.5773623,84.77944143,84.98945694,85.23905353,85.49543832,85.71352211,85.94135764,86.16770365,86.27882855,86.1512723,85.68666408,85.06757952,84.50281614,83.94788984,83.5994647,83.43428239,83.26518231,83.17751746,82.99921645,82.55408068,
Grenada,GRD,315.9764706,317.4588235,318.3264706,319.8235294,322.1058824,324.2764706,326.4352941,328.6029412,330.8176471,333.0852941,335.4088235,337.9941176,340.9176471,343.9558824,346.9764706,349.9411765,352.8411765,355.65,358.3470588,360.9529412,363.7147059,366.5,
Greenland,GRL,0.13692289,0.137288342,0.137919357,0.138299427,0.138655135,0.138713607,0.138321355,0.137787794,0.137234742,0.137222561,0.138640517,0.138603971,0.138409063,0.137612377,0.137154343,0.136713363,0.136888781,0.136854672,0.136491656,0.136983798,0.13732976,0.138026556,
Guatemala,GTM,108.1537981,110.783548,113.3586973,115.8579134,118.3474057,120.8313923,123.3046846,125.7653695,128.2129433,130.6475364,133.0691209,135.512458,137.9427212,140.3880272,142.8360956,145.272667,147.7014744,150.1252146,152.5471258,154.946118,157.3192703,159.6654162,
Guam,GUM,296.6444444,299.1185185,301.0425926,302.5648148,303.7111111,304.5,304.9537037,305.1166667,305.0462963,304.7777778,305.3796296,306.7574074,308.1333333,309.3592593,310.2648148,311.0703704,311.7518519,312.2333333,312.3666667,312.2666667,313.3907407,315.8037037,
Guyana,GUY,3.855986792,3.85983744,3.862448565,3.863662687,3.862961646,3.859329439,3.852512065,3.843134366,3.831089662,3.816398273,3.799502159,3.780695961,3.779354839,3.796901194,3.815671831,3.835565151,3.856169672,3.877327915,3.990419101,4.057673355,4.04979426,4.087208534,
High income,HIC,31.09481864,31.28492212,31.47648786,31.66878879,31.86807071,32.07723145,32.31841488,32.58025622,32.86547997,33.10886357,33.31615224,33.45728401,33.6423905,33.83231147,34.02574878,34.21696535,34.40217967,34.57754878,34.74522439,34.89206875,35.03426038,35.19690716,
"Hong Kong SAR, China",HKG,6347.619048,6394.571429,6422.952381,6410.285714,6460.47619,6488.761905,6530.571429,6586.952381,6626.47619,6640.761905,6689.714286,6734.857143,6809.619048,6837.047619,6885.238095,6944.095238,6987.238095,7041.142857,7097.714286,7150.380952,7124.761905,7060.095238,
Honduras,HND,59.49347574,61.11235142,62.73936902,64.36572527,65.98808651,67.60758781,69.22155689,70.82368398,72.40841005,73.97713826,75.52893914,77.06232907,78.58045402,80.08452051,81.57874698,83.06823666,84.55445527,86.03844848,87.52211994,89.00553222,90.46173027,91.86115828,
Heavily indebted poor countries (HIPC),HPC,24.05322229,24.70692563,25.43864594,26.20658855,26.75998699,27.53200499,28.33566362,29.13618217,29.96215674,30.82808508,31.70214839,32.60478241,34.41748148,35.4023221,36.43345454,37.49095952,38.5854328,39.72151328,40.86744324,42.02674478,43.2109697,44.40150197,
Croatia,HRV,79.91669051,76.90016454,76.94544999,76.89584376,76.91730398,77.01638553,77.03450432,77.01767207,77.00852334,76.92768566,76.75339504,76.48884997,76.25541419,76.04333143,75.73420413,75.11264384,74.58989708,73.69971768,73.04415338,72.64050104,72.33166548,69.31736955,
Haiti,HTI,303.3463353,308.8435414,314.2796081,319.7476415,325.162881,330.6204644,336.2223512,341.8296807,347.4327649,353.071045,357.1436865,361.1869376,366.7829826,372.3224238,377.8207547,383.3003266,388.7463353,394.1779028,399.5798621,404.9505806,410.2612845,415.3689768,
Hungary,HUN,113.9362977,113.6752511,113.3520196,113.0278063,112.7777951,112.5662872,112.3911394,112.2171633,112.0208459,110.7108141,110.4608748,110.1483155,109.5809345,109.2795979,108.1138286,107.8569801,107.5391519,107.253627,107.1177296,107.0692636,106.8392395,106.3981043,
IBRD only,IBD,56.16313565,56.82793604,57.47722074,58.11142953,58.75078134,59.38225915,59.91353222,60.513302,61.12248886,61.74312597,62.35717549,62.99537781,63.67082095,64.36641367,65.05813861,65.72829435,66.371665,67.00148051,67.57805415,68.11251264,68.59475478,68.96712501,
IDA & IBRD total,IBT,53.23522551,54.01747675,54.79785747,55.57043326,56.25968333,57.03221883,57.74105596,58.50396745,59.27483283,60.06195723,60.85981993,61.68200828,62.44434164,63.2921557,64.13905968,64.9736798,65.8054615,66.64141656,67.44990809,68.239446,69.00358139,69.69300444,
IDA total,IDA,44.87324029,45.99100839,47.14597575,48.31293815,49.18651408,50.35929309,51.56363855,52.79054448,54.02112553,55.28181363,56.60239961,57.94774872,58.97434002,60.25283624,61.53864255,62.83893796,64.20370088,65.62289974,67.0874182,68.59850154,70.15997533,71.74663955,
IDA blend,IDB,84.68406997,87.02122775,89.20435053,91.32636209,93.52485774,95.74318733,98.00648702,100.361044,102.8027273,105.3468282,108.0409634,110.7178919,113.2179366,115.6326999,118.0202116,120.2343411,122.5569474,124.9806619,127.5284137,130.147127,132.8820119,135.7051749,
Indonesia,IDN,114.0187774,115.637944,117.2372114,118.8164386,120.3389127,121.8656876,123.4594308,125.0897003,126.7292331,128.3509243,129.9673521,131.6096918,133.2730561,134.8992569,136.4725262,137.9969896,139.4660624,140.8767911,142.2445488,143.5846338,144.7963882,144.6473804,
IDA only,IDX,36.34054243,37.19706586,38.13167028,39.09392435,39.75134339,40.70163178,41.68070813,42.66739516,43.64016522,44.627802,45.6565635,46.71894356,47.5010297,48.53915731,49.59123185,50.68444425,51.84623397,53.05265936,54.28774157,55.56436366,56.87700484,58.20180004,
Isle of Man,IMN,132.5649123,134.0315789,135.4087719,136.7350877,138.0298246,139.3245614,140.7508772,142.2807018,143.854386,145.4649123,147.0666667,147.9824561,147.9614035,147.6210526,147.1859649,146.654386,146.4035088,146.6315789,146.9736842,147.2508772,147.4491228,147.8298246,
India,IND,356.3962192,362.9000861,369.4056011,375.8303785,382.1701886,388.3501266,394.3151255,400.1398528,405.8720788,411.5580101,417.2668481,422.9871589,428.659862,434.2581749,439.6780929,444.931708,450.2357199,455.468934,460.4493174,465.1946394,469.6595667,473.4187327,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,55.23550588,56.12197706,57.07572942,58.01307882,59.08349543,60.38487444,62.03499782,63.85457976,65.16974888,65.83502685,66.19473073,66.484018,66.76633764,67.11882712,67.61126433,68.25311366,69.0279431,69.78353898,70.65344753,71.62636087,72.36728117,73.06089418,
"Iran, Islamic Rep.",IRN,40.24189138,40.93595803,41.33642587,41.72173862,42.40138142,43.08958594,43.76075051,44.40151895,45.01485424,45.63145276,46.2768333,46.87183563,47.47442901,48.17095705,49.09358776,50.21663167,51.14702657,52.08325177,52.76891341,53.35235871,53.79981079,54.19009676,
Iraq,IRQ,56.31126506,58.13307497,60.03005007,61.8899856,63.6965224,65.61648947,66.08959691,65.53007065,66.8047214,69.73899429,71.9858054,74.54886029,77.97118945,81.73119449,84.64436295,86.97391783,89.1394773,91.26608281,93.49938267,95.74024251,98.02865514,100.2782405,
Iceland,ISL,2.805037406,2.842573566,2.86805985,2.887990025,2.913456359,2.95994015,3.030244389,3.107890274,3.166224439,3.177047382,3.172478803,3.182184539,3.199162095,3.229566085,3.265695761,3.299900249,3.346024938,3.425436409,3.498175146,3.575949618,3.634463949,3.694535357,
Israel,ISR,290.6192237,297.5508318,303.6044362,309.1358595,314.6487985,320.2449168,325.9565619,331.797597,337.7449168,345.9149723,352.2920518,358.8632163,365.5499076,372.435305,379.6534196,387.2504621,394.9168207,402.6478743,410.4805915,418.3918669,425.836414,432.7495379,
Italy,ITA,192.5554346,192.6636187,192.9507402,193.8103294,195.068704,196.0296093,196.6196816,197.6149913,198.9284758,199.8368885,200.4525156,200.797547,201.3395093,203.6871208,205.5645581,205.3665384,205.0179495,204.7109374,204.3222259,201.9805456,200.9991005,199.8859315,
Jamaica,JAM,241.200831,242.4196676,243.6051708,244.7855032,245.9855956,247.1710988,248.3527239,249.4202216,250.3576177,251.3759003,252.4373038,253.5705448,254.8307479,256.0599261,257.1138504,258.0281625,258.7899354,259.3144968,259.6338873,259.8128347,260.4280702,261.098338,
Jordan,JOR,57.30024932,58.51439257,59.78617407,61.15273119,62.69745014,64.35328649,68.85253853,73.36193336,75.16855168,76.37410453,78.07229106,80.08537959,81.23296914,86.67283172,97.52225727,106.9412706,112.2398738,115.0639896,117.8178081,120.4888055,123.0794986,125.5521544,
Japan,JPN,347.9917695,348.8312757,349.6433471,350.3923182,350.5102881,350.5432099,350.7654321,351.1687243,351.3388203,351.2949246,351.3580247,350.7078189,350.1481481,349.6433471,349.1796982,348.8093278,348.6310014,348.345679,347.9039781,347.4156379,346.3950617,344.8054678,
Kazakhstan,KAZ,5.513066637,5.503698559,5.503925621,5.522472497,5.560982331,5.610634145,5.670291143,5.735523206,5.843959699,5.960966774,6.045809534,6.132978479,6.219983702,6.310164463,6.40378005,6.498057562,6.591123088,6.681400156,6.769808497,6.85767789,6.947314887,7.038184984,
Kenya,KEN,54.20741118,55.87437713,57.59535967,59.33008047,61.13054082,62.97749236,64.87903328,66.83205011,68.8528218,70.92181888,72.94847489,74.91152265,76.82785606,78.70184489,80.528276,82.31979478,84.15270408,86.00368451,87.76980005,89.52357944,91.34093545,93.13282145,
Kyrgyz Republic,KGZ,25.53910323,25.78258603,26.02033368,26.29457769,26.61470282,26.91657977,27.20750782,27.46819604,27.73044838,28.06725756,28.40406674,28.75182482,29.2346194,29.82064651,30.42492179,31.05787278,31.69708029,32.31595412,32.96558916,33.66110532,34.30604797,34.8894682,
Cambodia,KHM,68.65420915,69.89685022,71.16348856,72.44340585,73.73878881,75.04295831,76.35270224,77.69539429,78.99324722,80.19340585,81.37056424,82.56223091,83.7675051,84.97441083,86.17050193,87.34150804,88.51452527,89.68212667,90.78426241,91.81818491,92.88953093,93.97814978,
Kiribati,KIR,109.6617284,111.7666667,114.0740741,116.4222222,118.7950617,121.1901235,123.5592593,125.9234568,128.3530864,130.8592593,133.3271605,135.6432099,137.8,139.8901235,141.9567901,144.082716,146.3123457,148.5950617,150.9395062,153.3839506,156.1271605,159.1037037,
St. Kitts and Nevis,KNA,174.85,176.8692308,177.9384615,178.5807692,179.1538462,179.7115385,180.2846154,180.8269231,181.3692308,181.8692308,182.3192308,183.0038462,183.5653846,183.7192308,183.8038462,183.8076923,183.8,183.7884615,183.6961538,183.5076923,183.2384615,183.1,
"Korea, Rep.",KOR,487.3326871,489.6647095,492.2485381,494.7554752,496.6176307,497.5174084,499.9823699,502.3074494,505.7707805,508.0139604,509.8159671,513.8042803,515.8755832,517.6122698,520.8524992,523.5255477,525.3700725,526.7348067,528.9690115,530.3772746,531.1090061,530.1729098,
Kuwait,KWT,108.580303,111.7662177,114.891358,117.9296296,120.8462963,125.4434905,132.6267677,140.6716611,148.7615039,156.8771044,165.1714927,176.421156,190.4973625,204.6306397,211.0877666,219.3458474,227.1652637,231.4760943,242.2662738,249.2199776,244.6938272,238.5024691,
Latin America & Caribbean (excluding high income),LAC,26.08898654,26.46192764,26.82772193,27.18078669,27.52793609,27.87114391,28.20657525,28.53511204,28.85667169,29.17514988,29.48194394,29.81767597,30.15429865,30.48757474,30.81275723,31.13485882,31.45910324,31.7941612,32.14195223,32.48233542,32.77831328,33.02873126,
Lao PDR,LAO,23.53055893,23.91554159,24.28986568,24.64932842,24.99205806,25.35948873,25.76513432,26.17568458,26.58518631,26.9927643,27.39782496,27.80037695,28.20105286,28.59940208,28.99243501,29.4082279,29.85859185,30.3202643,30.78425477,31.24806326,31.71316724,32.17095754,
Lebanon,LBN,422.3501466,429.0518084,434.6692082,440.3525904,447.1942326,453.8654936,461.3747801,470.1474096,477.7725318,483.9819159,488.3479961,493.1628543,506.1913001,555.1173998,613.3276637,625.5073314,611.7907136,597.1898338,581.7046921,565.1913001,553.5604106,546.6892473,
Liberia,LBR,30.0583887,30.95564784,31.77532184,32.03045058,32.41743148,33.9111088,35.87413829,37.71532392,39.28454111,40.54262874,41.73542359,43.40894934,44.97238372,45.96462832,46.9206603,47.8854755,48.85898048,49.79890988,50.76194975,51.75756852,52.81960133,53.91835548,
Libya,LBY,2.929623652,2.998463235,3.072010866,3.15005115,3.232414722,3.31790468,3.394846949,3.465210794,3.539771759,3.614689635,3.689593871,3.516903282,3.336025325,3.4015828,3.465544404,3.519235141,3.570362708,3.624959364,3.681526422,3.733412142,3.781637246,3.827862396,
St. Lucia,LCA,261.4754098,263.2688525,265.2442623,267.2901639,269.2442623,271.1245902,272.9016393,274.6196721,276.3540984,278.1770492,280.2213115,282.204918,283.8098361,285.2098361,286.5639344,287.9065574,289.2016393,290.4311475,291.6196721,292.7590164,293.8311475,294.5098361,
Latin America & Caribbean,LCN,26.00916251,26.37873893,26.74168675,27.09300001,27.43832876,27.77967824,28.11323365,28.43995091,28.75998865,29.07692987,29.38308754,29.71280193,30.04389415,30.37203621,30.69227297,31.00869739,31.32209484,31.62831081,31.91920078,32.20328032,32.46474002,32.68660735,
Least developed countries: UN classification,LDC,32.8917973,33.6906204,34.56616006,35.47022562,36.09250732,36.9860926,37.89142365,38.7842928,39.68840579,40.62861069,41.60454251,42.62101874,43.40364181,44.47055709,45.56211686,46.66649651,47.81120657,48.98900103,50.17571563,51.38656492,52.63930013,53.90535305,
Low income,LIC,26.43691723,27.15076859,27.96942898,28.82946644,29.36698177,30.22406838,31.14229441,32.07906279,33.01140375,33.96672891,34.94238198,35.94085685,36.62189486,37.56012645,38.50065201,39.48188998,40.53375967,41.63674343,42.78411285,43.99731646,45.23838615,46.47243147,
Liechtenstein,LIE,206.4125,208.6,210.58125,212.5,214.375,216.26875,218.05625,219.6875,221.25625,222.96875,224.5375,226.18125,228.15625,230.0375,231.85,233.46875,235.05625,236.80625,238.63125,240.5125,242.225,243.99375,
Sri Lanka,LKA,299.4158986,301.7106522,304.7473609,307.8166162,310.8025993,313.7277308,316.8666241,320.1826662,323.4833838,326.6221815,329.5894913,332.6382236,335.1482539,336.9758571,338.6933025,344.7352205,346.1699061,347.4837704,350.284495,352.4316946,354.3323634,358.1635952,
Lower middle income,LMC,94.13096873,95.93324294,97.69760857,99.41490409,101.1944027,102.9354452,104.6551223,106.3896834,108.1137731,109.8561132,111.6640964,113.4990578,115.3151832,117.1603969,119.0273943,120.8477783,122.6709697,124.5160446,126.3056121,128.0612474,129.8049831,131.4758172,
Low & middle income,LMY,53.80936834,54.61252437,55.41349945,56.20352303,56.90707543,57.69678462,58.42033903,59.20189543,59.99181353,60.79657073,61.61316879,62.45298812,63.23080641,64.09918951,64.96524907,65.81911733,66.67121451,67.53097198,68.36761639,69.1859577,69.97607758,70.69046993,
Lesotho,LSO,65.83102767,65.85879447,65.79492754,65.64657444,65.39472991,65.13254282,65.1113307,65.33152174,65.71192358,66.17816206,66.62539526,67.11716074,67.6784585,68.31156126,69.01324111,69.78000659,70.61501976,71.49594862,72.39845191,73.31034256,74.24571805,75.14670619,
Late-demographic dividend,LTE,46.06493945,46.39643773,46.70863395,47.00553059,47.3051933,47.60562079,47.80449221,48.11079938,48.42398514,48.73408478,49.02367762,49.33237317,49.68876357,50.04970794,50.39882834,50.72231535,51.03525421,51.3569517,51.63391983,51.86990341,52.04843585,52.1513776,
Lithuania,LTU,55.83178047,55.373612,54.93087109,54.48648692,53.87803127,53.00778558,52.1682993,51.55223357,51.02881532,50.46535301,49.4181412,48.31533012,47.67165013,47.19088951,46.80553871,46.36727853,45.78766642,45.15258377,44.73164618,44.6205206,44.63246567,44.73469094,
Luxembourg,LUX,169.4724331,171.5019849,173.3081889,175.4270799,177.9382861,180.681774,183.5868493,186.4441475,189.8067944,193.3543345,196.9162465,201.342029,206.2358708,211.0578529,216.0915299,221.2518353,226.0722637,231.6353721,236.1466094,240.827591,244.8742649,248.6206816,
Latvia,LVA,38.04698925,37.55877674,37.12492969,36.76788211,36.36881097,35.97793562,35.6494287,35.35965096,34.98998827,34.41703762,33.70811706,33.09992447,32.69190223,32.34362897,32.04046475,31.77924374,31.49014094,31.21230334,30.97006123,30.75549199,30.53911297,30.2826611,
"Macao SAR, China",MAC,21594.8,16889.30769,16654.25926,17130.85185,16983.17857,17450.67857,17547.65734,17648.28767,18117.73973,18407.49153,18764.20875,19097.0903,19490.50167,19583.30033,19939.50495,20238.125,20547.14754,20734.05844,19786.96049,20171.82371,20555.71429,20806.27273,
St. Martin (French part),MAF,,,,,,,,,,,,727,720.52,712.78,705.22,700.4,696.22,689.92,677.04,662.42,651.06,638.96,
Morocco,MAR,63.98031593,64.82208604,65.65497871,66.46038539,67.29358055,68.18709836,69.08586601,69.98125252,70.88279633,71.79672194,72.74224737,73.72551871,74.73038091,75.74171409,76.73897154,77.70660542,78.66292628,79.6059041,80.50080887,81.34530137,82.20652476,83.0754739,
Monaco,MCO,16016.28022,16005.92008,15977.30636,15942.77257,15903.30538,15856.43809,15792.3039,15699.55599,15718.79625,15984.70646,16368.03157,16746.42329,17118.89492,17476.56635,17814.50419,18135.17514,18288.60385,18275.28367,18267.88357,18270.35027,18215.0962,17603.64683,
Moldova,MDA,101.8444824,101.6169865,101.381934,101.1320584,100.8469896,100.5668883,100.287778,100.0556619,99.86538796,99.73937411,99.77878482,99.72109318,99.67327595,99.57718425,99.51648849,98.75606783,97.61416583,95.90938838,94.25439467,92.75609357,91.74732605,90.78345541,
Madagascar,MDG,27.88532345,28.73347491,29.59716271,30.47823022,31.38352306,32.31449427,33.27423565,34.26240327,35.27461396,36.31236372,37.36811397,38.41242706,39.47479782,40.54326745,41.62250945,42.71383981,43.83283087,44.98030595,46.14393434,47.32405294,48.51353902,49.70033173,
Maldives,MDV,941.69,957.7466667,974.28,990.7533333,1007.116667,1023.393333,1048.003333,1083.753333,1122.943333,1163.456667,1205.25,1248.133333,1291.796667,1335.76,1389.126667,1451.94,1514.173333,1574.806667,1632.526667,1681.693333,1714.793333,1738.19,
Middle East & North Africa,MEA,28.59703401,29.18976996,29.74720543,30.30582866,30.91422324,31.57492961,32.30267216,33.07677182,33.8757063,34.68857003,35.46064254,36.17766337,36.89687428,37.67024468,38.46133303,39.2491182,39.99852887,40.73119916,41.46116456,42.1857386,42.78880519,43.34161975,
Mexico,MEX,50.34771573,51.13006404,51.91341393,52.69134546,53.47144371,54.24131382,54.98433087,55.71283881,56.42351346,57.12566064,57.88852645,58.72089354,59.54675223,60.33626688,61.08999048,61.80709226,62.51149515,63.190544,63.79477919,64.34595077,64.81560843,65.17921654,
Marshall Islands,MHL,301.2444444,302.2944444,302.7555556,302.7388889,302.4166667,301.8722222,301.1555556,300.2111111,298.9777778,297.7388889,296.7555556,294.2833333,290.0166667,285.2888889,280.1055556,274.5,268.4944444,262.15,255.4944444,248.4888889,241.1833333,233.6111111,
Middle income,MIC,58.83779403,59.65741553,60.45532679,61.23198951,62.01809171,62.7951294,63.47613504,64.22896278,64.99252571,65.76955322,66.55688262,67.3673701,68.20494597,69.06045549,69.91263943,70.74245882,71.55723413,72.37192233,73.15048004,73.89505357,74.60103419,75.21740531,
North Macedonia,MKD,79.68344475,80.01895399,79.43991349,79.70007865,79.92701534,80.09653952,80.22917814,80.99718589,81.12952834,81.31130056,81.48310864,81.62327518,81.72260111,81.84107851,81.97743854,82.08667724,82.17644726,82.25622522,82.3242268,82.34314036,82.17807296,81.88310864,
Mali,MLI,9.210943378,9.493459215,9.79573673,10.11495341,10.45082733,10.80204804,11.16509806,11.53993394,11.92528787,12.31991329,12.72685483,13.14527574,13.53452085,13.93556167,14.38449258,14.84433326,15.32556897,15.82651472,16.33704423,16.85591916,17.39404519,17.95210828,
Malta,MLT,1219.021875,1228.2125,1237.403125,1245.56875,1253.9625,1261.98125,1266.5875,1271.0125,1279.309375,1288.990625,1295.3375,1300.8375,1312.5875,1331.146875,1357.99375,1390.790625,1422.9875,1462.496875,1514.46875,1575.19375,1610.4125,1620.425,
Myanmar,MMR,69.6794871,70.40858402,71.12071182,71.80018515,72.44719476,73.04467828,73.58910738,74.13032042,74.58861184,75.02806674,75.60693751,76.22116059,76.88614407,77.55303179,78.20241931,78.83253047,79.49439168,80.10469705,80.6894653,81.2627731,81.85330718,82.42769547,
Middle East & North Africa (excluding high income),MNA,32.84371594,33.49677173,34.10643676,34.71906233,35.39511068,36.08957857,36.78745851,37.49281473,38.21158565,38.96120105,39.72945328,40.4766611,41.22534185,42.04450007,42.90621227,43.76038009,44.56088093,45.35207611,46.13586951,46.93303665,47.69167476,48.41396177,
Montenegro,MNE,,,,,,,45.7267658,45.78996283,45.87130112,45.96981413,46.05412639,46.10252788,46.14133829,46.18639405,46.23122677,46.25717472,46.26788104,46.2730855,46.26223048,46.24743494,46.19375465,46.03799257,
Mongolia,MNG,1.58389404,1.597866806,1.612093951,1.61862518,1.632705307,1.64641174,1.657341764,1.673008949,1.691137106,1.71221361,1.735396621,1.762038574,1.79312603,1.827033182,1.864066499,1.903829648,1.945445172,1.988132454,2.031774501,2.075718988,2.115133618,2.149449088,
Northern Mariana Islands,MNP,174.6478261,172.7804348,167.7434783,162.223913,156.3,150.0543478,143.6086957,137.0652174,130.5043478,124.0347826,117.5804348,114.173913,113.823913,113.35,112.7304348,111.9869565,111.1586957,110.2804348,109.3565217,108.3869565,107.7978261,107.5673913,
Mozambique,MOZ,22.59531651,23.17037056,23.77342506,24.39883263,25.04439457,25.70145985,26.36890816,27.06136092,27.77991683,28.53157507,29.34169613,30.21493553,31.13966657,32.11135965,33.11211374,34.13520944,35.22024085,36.33032503,37.41686971,38.51267199,39.64780259,40.79080343,
Mauritania,MRT,2.614730765,2.679560493,2.737656932,2.797444455,2.858809547,2.922635102,2.989452799,3.059578927,3.137029203,3.223649947,3.317610362,3.41927719,3.527809256,3.631472785,3.728702823,3.828679538,3.931202096,4.03610653,4.143506355,4.253273503,4.364610459,4.477514311,
Mauritius,MUS,584.6665025,589.3039409,593.4093596,597.7192118,601.4793103,605.0512315,607.879803,610.6551724,612.8674877,614.4970443,615.9605911,627.1427141,628.8843265,630.4091137,631.551327,632.3880821,632.8227341,633.3935904,633.7391087,633.9434151,633.9579369,634.1181773,
Malawi,MWI,119.1067777,121.9645524,124.9946754,128.2134599,131.6434238,135.2953755,139.1419919,143.1423738,147.3209907,151.6645312,156.1139372,160.6501273,165.2657085,169.9700361,174.7768986,179.6663343,184.6162919,189.6602355,194.8226877,200.1202482,205.5267395,210.9645948,
Malaysia,MYS,69.83761984,71.6558119,73.48179881,75.29877035,77.10621519,78.9028641,80.68608431,82.4611292,84.20117486,85.88404809,87.40749049,88.82706742,90.27609801,91.72061178,93.15616801,94.56348501,95.95622584,97.32401765,98.61290823,99.84483336,101.0500472,102.1880201,
North America,NAC,17.26155671,17.43490526,17.60016867,17.75281477,17.91800007,18.08431105,18.26034701,18.43519184,18.62779025,18.79671269,18.9585349,19.1015376,19.24890687,19.38975659,19.5377713,19.68232095,19.83351883,19.97073698,20.0941818,20.20613928,20.40419948,20.64664493,
Namibia,NAM,2.209599291,2.254857948,2.293875791,2.326549575,2.355677829,2.384172041,2.412950479,2.443236284,2.47610441,2.511774709,2.549856065,2.590022957,2.632693219,2.677683441,2.724436104,2.772660909,2.822033548,2.872054805,2.922032334,2.971788799,3.023355075,3.073219643,
New Caledonia,NCL,11.66466083,11.88862144,12.11652079,12.32472648,12.51367615,12.70514223,12.89660832,13.0880744,13.27954048,13.45459519,13.66247265,13.91411379,14.16849015,14.42286652,14.66356674,14.74070022,14.78227571,14.81455142,14.83424508,14.8380744,14.904814,15.02516411,
Niger,NER,9.175546696,9.498247415,9.833833583,10.1845662,10.55252625,10.93804453,11.34062367,11.76116918,12.20113286,12.66117865,13.14245125,13.64420305,14.17415884,14.72582222,15.29329281,15.89020605,16.51673088,17.16106576,17.82352412,18.5074548,19.2102621,19.93583485,
Nigeria,NGA,134.8880442,138.5121139,142.2785401,146.1618202,150.1551962,154.2548854,158.4700462,162.8226973,167.3117318,171.9377647,176.7217333,181.6745666,186.738619,191.8443987,196.9531451,202.0222284,207.1510162,212.4530968,217.8240643,223.222649,228.737667,234.3086872,
Nicaragua,NIC,42.57289347,43.15077281,43.70122985,44.23352169,44.75837627,45.32722287,45.95156224,46.59675087,47.26395214,47.95279209,48.65991358,49.38136114,50.1130713,50.85074788,51.5927871,52.34001994,53.09319428,53.85185308,54.61386904,55.37580189,56.14006149,56.92654147,
