Country,Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Netherlands,NLD,471.7272808,475.3015403,478.3450533,480.6072867,482.2801836,483.4084123,484.1854562,485.2398104,487.1324941,490.0796917,492.5998814,495.0496441,496.8849941,498.7958445,500.5938854,503.1162162,505.8008316,508.8,511.7797446,515.1432729,518.013068,520.7319275,
Norway,NOR,12.29579952,12.35817974,12.4250063,12.49809716,12.57217093,12.65808884,12.76044781,12.89317005,13.05486743,13.22054846,13.38626233,13.56103865,13.74032975,13.91208868,14.07044491,14.20793848,14.33542438,14.45257626,14.54888964,14.6479975,14.76721523,14.84700909,
Nepal,NPL,171.3254273,174.09188,176.7155773,179.1622463,181.4019184,183.3631671,184.9945657,186.3526683,187.5238507,188.5381304,189.4772724,190.2085734,190.657091,191.011894,191.5738123,192.6077782,194.3577677,196.6056924,198.8609138,201.1335612,204.7340565,209.5220719,
Nauru,NRU,518.85,518.15,517.55,517.2,516.75,515.9,514.7,513.35,512.15,511.65,512.05,514.15,522.2,534.7,547,559.25,571.85,584.1,596.2,606.6,615.75,625.55,
New Zealand,NZL,14.65079184,14.73738179,14.99563252,15.29451977,15.5235274,15.69974555,15.89229425,16.0411682,16.17788918,16.34043523,16.52310964,16.64957654,16.74110364,16.87022901,17.15278569,17.50560176,17.90323193,18.28111352,18.61152254,18.91003,19.33158634,19.41209981,
OECD members,OED,33.79773775,34.05325098,34.31045641,34.56436029,34.82007881,35.0722374,35.33200845,35.60112154,35.88779221,36.1356762,36.36857747,36.55312142,36.78005366,37.0168695,37.26779472,37.51447421,37.75131128,37.98057952,38.19383546,38.38202943,38.58846365,38.84724338,
Oman,OMN,7.574323102,7.672546042,7.766264943,7.856542811,7.976914378,8.126630048,8.273502423,8.419063005,8.565518578,8.715789984,9.311515347,10.36145396,11.42351858,12.3317609,12.95401292,13.54370275,14.21024233,14.67481099,14.86642003,14.8716252,14.67980291,14.60572213,
Other small states,OSS,10.61874276,10.80989221,11.00019219,11.18935495,11.39520617,11.62510187,11.83610597,12.16222581,12.49583985,12.81023274,13.08218545,13.33199847,13.60004629,13.89231969,14.22870632,14.57984597,14.91875259,15.23438909,15.5028737,15.75438635,15.93942309,16.1002536,
Pakistan,PAK,200.2515619,206.5402229,211.7875765,216.4755604,221.3685917,226.1987573,230.9957244,235.9959021,241.1944207,246.6314109,252.2500233,257.6311981,262.3052369,266.3677382,270.1479193,273.6733318,276.9884288,280.6917484,285.0397974,289.6602325,294.7238753,300.179168,
Panama,PAN,40.37841001,41.17600215,41.9826473,42.79806295,43.62807372,44.46957224,45.31306161,46.16107076,47.01743341,47.87924401,48.74383912,49.61896691,50.50930858,51.40645682,52.46617647,53.3877361,54.32185645,55.2625877,56.15064707,57.05758965,57.89156107,58.65822324,
Peru,PER,20.82378047,21.10539766,21.35508047,21.58073516,21.79211797,21.99005234,22.17271719,22.34405234,22.50483203,22.66353594,22.83560313,23.02946953,23.24186641,23.46781953,23.71402422,23.99364297,24.32248359,24.69178594,25.15933125,25.64442266,26.01934063,26.34021172,
Philippines,PHL,261.4556226,267.0492873,272.6148573,278.1729785,283.7559144,289.3022437,294.8044237,300.3701814,306.0412718,311.7246906,317.3917564,323.09727,328.7799477,334.3733675,339.8235939,345.5457122,351.7297716,357.9786732,364.1172351,370.1941979,376.2651407,381.9308717,
Palau,PLW,42.8826087,43.10434783,43.15434783,43.2173913,43.27608696,43.11086957,42.65,42.1,41.52608696,40.92608696,40.30434783,39.65217391,39.01304348,38.70652174,38.68695652,38.6826087,38.73043478,38.77608696,38.83478261,38.94782609,39.06956522,39.1826087,
Papua New Guinea,PNG,12.16335512,12.58333481,13.01195955,13.45002871,13.8964934,14.35061167,14.81300402,15.28301462,15.76201917,16.2498123,16.74528331,17.23852184,17.72412004,18.20789427,18.69044075,19.1718721,19.65103785,20.12718279,20.60068675,21.0716027,21.52903767,21.970227,
Poland,POL,124.9098208,124.8753665,124.8175389,124.7536899,124.6440832,124.5893154,124.5144522,124.446853,124.4719523,124.5644606,124.2092007,124.2962969,124.3000588,124.2291107,124.1442732,124.0615696,124.008253,124.0237304,124.0315838,124.0255954,123.8005749,123.3163149,
Pre-demographic dividend,PRE,27.42548476,28.20127812,29.05856672,29.95378297,30.81070138,31.72802345,32.65052458,33.55293335,34.52729796,35.57876957,36.63793707,37.73681781,38.64426267,39.81261906,40.99084605,42.17005922,43.37504415,44.610805,45.86538766,47.14739616,48.46269902,49.78379646,
Puerto Rico,PRI,429.6059752,430.5269448,431.0824126,431.3523112,431.4405862,430.8187148,428.9981962,426.4932356,423.9984216,421.692221,419.5631342,414.7386697,409.7506201,405.0819617,398.5201804,391.5706877,384.0667418,374.8913191,360.0173619,360.0556933,369.9613303,367.834611,
"Korea, Dem. People's Rep.",PRK,194.062445,195.2705091,196.316012,197.5060792,198.8948592,200.1576447,201.2769787,202.2797608,203.2144091,204.1484013,205.0198073,205.8283282,206.6918861,207.6390582,208.6714642,209.7667553,210.8596545,211.9119757,212.9237522,213.8978573,214.8282286,215.695615,
Portugal,PRT,112.4579016,113.2537923,113.8757486,114.3040546,114.5777158,114.8281404,115.0353996,115.2614409,115.4277577,115.3864723,115.4394585,115.2697893,114.8034065,114.1561287,113.5417704,113.0725196,112.7163842,112.4418158,112.261936,112.2885828,112.406676,112.7130547,
Paraguay,PRY,12.89659955,13.11739492,13.30609615,13.47408507,13.63283161,13.78524541,13.93071986,14.07033728,14.20877926,14.35331991,14.51953939,14.70913416,14.90894035,15.11616411,15.3302819,15.5498364,15.77300529,15.99648628,16.21779008,16.43600805,16.65918701,16.8733929,
West Bank and Gaza,PSE,485.4074751,497.9707641,510.8593023,524.0812292,537.645515,551.5607973,565.8362126,580.4810631,596.6739203,612.8071429,628.9303987,645.0142857,661.1292359,677.1940199,693.2554817,709.317608,725.4299003,740.0008306,758.9845515,778.2900332,797.8852159,817.0537759,
Pacific island small states,PSS,31.7082866,32.15253894,32.58425234,33.00813084,33.42897196,33.84426791,34.26074766,34.67411215,35.07018692,35.45403427,35.8473676,36.2505296,36.65199377,37.05714953,37.4658567,37.87267913,38.28370717,38.72584567,39.13056898,39.53343726,40.01276695,40.56388153,
Post-demographic dividend,PST,32.55760373,32.7137312,32.88005781,33.04276073,33.21240118,33.37930059,33.55973339,33.75574154,33.97545749,34.14854941,34.30528236,34.39883224,34.54226203,34.69590583,34.85322961,35.00951085,35.15646186,35.2905321,35.4151763,35.51675532,35.64889701,35.82288266,
French Polynesia,PYF,72.29242293,73.47997695,74.65773552,75.82051282,76.96110631,78.09276865,79.19936618,80.1434745,80.82915586,81.3261308,81.75972342,82.18524921,82.56525497,82.98242581,83.51282051,84.06424661,84.56957649,85.11956209,85.74070873,86.34889081,86.98357822,87.5920484,
Qatar,QAT,55.63626184,58.46950904,61.42859604,64.47243755,67.00628768,73.10163652,87.42980189,106.1062016,124.3993971,138.6971576,147.5886305,155.3980189,164.1395349,175.3230835,192.729765,210.1456049,225.8630113,236.0100087,240.7947781,244.3198433,240.2423847,233.9630113,
Romania,ROU,97.70132341,96.34743807,94.53384957,93.82181344,93.26846957,92.70234368,92.15479607,90.83901866,89.33394954,88.53119621,88.01074114,87.53324934,87.20126511,86.87429031,86.53068063,86.12489569,85.63224531,85.13871262,84.63999478,84.19527121,83.73283206,83.10100834,
Russian Federation,RUS,8.949015709,8.911633753,8.870461463,8.830278652,8.794658032,8.761088894,8.734394184,8.71946398,8.716095689,8.718720305,8.722635522,8.729440241,8.744144699,8.762785258,8.78187755,8.798804045,8.813796348,8.823220738,8.822067892,8.817695994,8.797354989,8.759261446,
Rwanda,RWA,328.7389137,333.3579651,339.3719497,347.304094,356.3783137,365.8815971,375.7627077,386.0222132,396.5138225,407.1235103,417.8772193,428.7366032,439.4136198,449.9939197,460.8208756,471.9480746,483.6197406,495.7575598,507.9776246,520.2686664,532.8886096,545.6784759,
South Asia,SAS,294.7945877,300.5291954,306.3447502,312.0623388,317.6943699,323.0519872,328.2142696,333.1528552,338.0270384,342.9951395,348.0537814,353.1579797,358.148336,362.964397,367.6482476,372.2215495,376.7323901,381.3148119,385.8461736,390.2620415,394.6507887,398.7135762,
Saudi Arabia,SAU,10.02348711,10.27400648,10.52403602,10.76938861,11.00707916,11.34937782,11.80768855,12.28087213,12.76339984,13.25018817,13.68193972,14.02571766,14.33766869,14.64513395,14.94427755,15.23468407,15.54469249,15.90607111,16.28985249,16.66629235,16.7452549,16.72352572,
Sudan,SDN,11.06850715,11.34143645,11.60366919,11.86404756,12.13449074,12.43290278,12.76640067,13.12759386,13.4954718,13.8670686,14.2003085,14.48637374,18.82215846,19.26697216,19.80901767,20.43424946,21.07985493,21.77720985,22.4834363,23.14351874,23.79041006,24.44175696,
Senegal,SEN,50.40402535,51.61806991,52.87981094,54.19676933,55.56895549,56.99920532,58.50198411,60.06268633,61.66794266,63.34092869,65.08139511,66.87726588,68.72608425,70.6153119,72.56172025,74.56594297,76.61848024,78.72951228,80.89601101,83.10798837,85.36913728,87.6576118,
Singapore,SGP,6011.771642,6176.137313,6186.592593,5989.557496,6047.407837,6191.236575,6342.024496,6602.300719,6913.422857,7125.104286,7231.811966,7363.193182,7524.6983,7636.721358,7714.702398,7806.77292,7908.720733,7882.377809,7897.305322,7965.878492,7918.951253,7595.495822,
Solomon Islands,SLB,15.36184352,15.73401215,16.10432297,16.47788496,16.8554841,17.23779921,17.628796,18.02854591,18.43519114,18.85791354,19.30668096,19.78281529,20.28449446,20.80618078,21.34244373,21.88853162,22.44022865,22.99514112,23.55301894,24.11550554,24.69421222,25.28942479,
Sierra Leone,SLE,63.50882516,67.29143807,71.21242727,74.13282073,76.66014131,78.73834857,80.49008035,82.28266833,84.38431699,86.72543641,89.17564422,91.60965641,94.05080355,96.49292048,98.92889997,101.3407177,103.8225686,106.3669299,108.9121779,111.482793,114.0755057,116.661693,
El Salvador,SLV,287.5715251,289.0007239,290.1194498,290.8710907,291.2960907,291.4004344,291.2372587,291.7051641,292.8619208,293.9762548,295.078861,296.2041023,297.3595077,298.5348456,299.6875483,300.7271236,301.6655405,302.4446911,302.9122587,303.0992761,303.7032336,304.7377896,
San Marino,SMR,447.05,455.5833333,466.15,476.6833333,484.8833333,491.8,499.3166667,506.2,511.6666667,517.65,526.8,541.5833333,552.2,554.75,556.4833333,559.5,563.9,567.6,569.2666667,569.6333333,566.7833333,562.4166667,
Somalia,SOM,13.90229381,14.45906048,15.00159881,15.55501164,16.12738547,16.68519782,17.19159148,17.72259381,18.24348838,18.69805369,19.17086269,19.47402844,19.83027704,20.48727165,21.21534575,21.94010584,22.78325469,23.6940431,24.56577613,25.47470271,26.36053177,27.20308126,
Serbia,SRB,,,,,,,84.74238509,84.39948548,84.04095587,83.70463069,83.3688086,82.7132289,82.31279442,81.91324034,81.5295678,81.12717814,80.70343014,80.27507432,79.8376858,79.41041619,82.04454751,81.27394458,
Sub-Saharan Africa (excluding high income),SSA,28.41738222,29.17740582,29.96196741,30.77041009,31.40956361,32.26921369,33.15830932,34.08011634,35.03203324,36.00998022,37.01495388,38.04488182,38.89587983,39.97446591,41.0799476,42.21797362,43.36720352,44.52786262,45.72152466,46.94141182,48.18686459,49.43674455,
South Sudan,SSD,,,,,,,,,,,,,16.93479341,17.57478043,17.74450335,17.71446046,17.51159939,16.86614973,16.45012739,16.53294827,16.78386372,17.00864336,
Sub-Saharan Africa,SSF,28.42026395,29.18027576,29.96492881,30.77331586,31.41242596,32.27207551,33.16122723,34.08303462,35.03501402,36.01295646,37.01801459,38.04782458,38.89882701,39.97746123,41.08298065,42.22107098,43.37033141,44.53101696,45.72469449,46.94459428,48.19005812,49.43994733,
Small states,SST,12.08063688,12.26516411,12.44882997,12.63131119,12.82771085,13.04188711,13.23305696,13.524805,13.82167602,14.10306279,14.35016422,14.57944403,14.82536199,15.09143776,15.39333767,15.70647417,16.00861632,16.2915968,16.54826505,16.78271509,16.95360589,17.11324803,
Sao Tome and Principe,STP,149.7020833,152.3520833,156.084375,160.16875,164.2677083,168.4166667,172.6302083,176.921875,181.2541667,185.55,189.7270833,193.7958333,197.8375,201.8302083,205.7260417,209.5041667,213.1583333,216.7041667,220.15,223.540625,227.7510417,232.403125,
Suriname,SUR,3.0705,3.124320513,3.177346154,3.229358974,3.272897436,3.309102564,3.346301282,3.384269231,3.422679487,3.461455128,3.500512821,3.539397436,3.577634615,3.615044872,3.651807692,3.688942308,3.727262821,3.766403846,3.805865385,3.848083333,3.891442308,3.929391026,
Slovak Republic,SVK,112.0316008,111.8267568,111.7861123,111.6893369,111.6898129,111.7007692,111.7059044,111.7385031,111.8343659,112.006779,112.1088769,112.2605224,112.4517343,112.5726377,112.7006864,112.8031488,112.9533694,113.1287854,113.2855865,113.4389975,113.5363353,113.2954867,
Slovenia,SVN,98.75496524,98.91062562,99.03326713,99.09299901,99.15650447,99.32840119,99.64587885,100.2046673,100.3323704,101.2453712,101.6858266,101.8982925,102.1140492,102.2816783,102.3823237,102.4461092,102.5241783,102.6108719,102.9922926,103.7119346,104.4088814,104.6899644,
Sweden,SWE,21.78061456,21.83916765,21.91035639,21.99203515,22.07869992,22.16717889,22.29221704,22.45813998,22.63377962,22.82742144,23.02286274,23.19737801,23.36962,23.5684835,23.80349865,24.05826177,24.36244975,24.69294198,24.98145887,25.23766548,25.42072337,25.57385697,
Eswatini,SWZ,59.91255814,60.54627907,61.09354651,61.55796512,61.96302326,62.31895349,62.65901163,63.02372093,63.36453488,63.65616279,63.94883721,64.26575581,64.61883721,65.01854651,65.45726744,65.92651163,66.42581395,66.94127907,67.46674419,68.00075581,68.64273256,69.3180814,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,983.3823529,1018.823529,1076.676471,1108.382353,1141.911765,1175.558824,1193.352941,1202.794118,1223.764706,1244.411765,1260.176471,
Seychelles,SYC,176.3717391,176.526087,182.0065217,179.9586957,179.2934783,180.126087,183.9130435,184.8543478,189.0347826,189.7782609,195.1521739,190.0891304,191.9630435,195.5413043,198.6065217,203.0847826,205.8195652,208.3543478,210.3521739,212.2282609,214.0478261,215.7782609,
Syrian Arab Republic,SYR,88.73465013,91.02159103,93.39439003,95.92764312,98.51286703,101.2341723,105.8215379,112.7369037,116.9356295,118.8587454,121.64441,123.7855089,123.1039427,117.0605075,109.3080216,104.5862768,103.274258,103.3783859,105.2848826,109.4497141,113.1220117,116.1268148,
Turks and Caicos Islands,TCA,19.73052632,20.60842105,21.68210526,22.88315789,24.07263158,25.25789474,26.45052632,27.65052632,28.86526316,30.08526316,31.29052632,32.43789474,33.76947368,35.36210526,36.82631579,38.46105263,40.25894737,41.94105263,43.67052632,45.34736842,46.60631579,47.48842105,
Chad,TCD,6.559035102,6.781134053,7.019035102,7.303340216,7.634611658,7.945530496,8.231904384,8.515510642,8.81405972,9.129707751,9.446257147,9.782187103,10.12937262,10.49616105,10.87764136,11.22956957,11.58877462,11.9805305,12.39216169,12.80723158,13.21847284,13.64337675,
East Asia & Pacific (IDA & IBRD countries),TEA,113.1309275,114.1998312,115.2283907,116.164336,117.1224095,118.0527152,118.9624856,119.875521,120.7796791,121.6725436,122.554975,123.4994898,124.5639044,125.6199471,126.6300561,127.5981132,128.563807,129.5488147,130.3988825,131.1394378,131.7600186,132.0851995,
Europe & Central Asia (IDA & IBRD countries),TEC,19.03913586,19.0225794,19.00834999,19.01193697,19.02549188,19.04293849,18.98645731,19.01636402,19.06692453,19.13752881,19.21758953,19.30690987,19.39817931,19.50546972,19.62258513,19.73590249,19.84319805,19.93030995,19.99301952,20.0532011,20.10081034,20.11208146,
Togo,TGO,92.07639272,94.60242692,97.10494576,99.6690752,102.3206104,105.0118956,108.0022063,111.1883986,114.4048906,117.6433903,120.8283692,124.0792793,127.3512594,130.6532267,134.0022614,137.4007906,140.8596065,144.3793896,147.944089,151.5553227,155.2230189,158.941515,
Thailand,THA,123.444583,124.5862945,125.707256,126.7923741,127.8380199,128.8366576,129.8117501,130.8045842,131.7861751,132.7363111,133.6305056,134.4963613,135.3657793,136.1909648,136.939347,137.5920394,138.2039911,138.7739083,139.2233201,139.5755701,139.9042142,140.1497446,
Tajikistan,TJK,44.81993427,45.79029723,46.74017576,47.67427837,48.59391255,49.50803801,50.42452844,51.36032438,52.33371678,53.36236067,54.45683767,55.62174193,56.84754215,58.13525293,59.99414927,61.41698249,62.86705094,64.30956841,65.7693782,67.27432092,68.76004755,70.25047914,
Turkmenistan,TKM,9.723005554,9.86337114,9.999293512,10.12701466,10.25640415,10.39681442,10.54205733,10.69285638,10.85285681,11.02495478,11.2101164,11.40767987,11.61594706,11.83175154,12.05105441,12.2708297,12.48815994,12.70057881,12.90631796,13.10497308,13.30078522,13.49531845,
Latin America & the Caribbean (IDA & IBRD countries),TLA,25.37482083,25.74441523,26.10601436,26.4573117,26.80282627,27.14489748,27.47990522,27.80865123,28.13082199,28.44983728,28.75792151,29.09236577,29.42642226,29.75387006,30.07768759,30.39838647,30.71638788,31.02812527,31.32759983,31.61378378,31.87315673,32.09956057,
Timor-Leste,TLS,59.06926698,60.05386685,61.17276395,62.32151984,63.61728312,65.18581036,66.88392737,68.55158036,70.1463349,71.65702757,73.2001345,74.84707465,76.50813719,78.1139879,79.67921991,81.09031607,82.35117687,83.6069267,84.85843981,86.10880968,87.42400807,88.83268325,
Middle East & North Africa (IDA & IBRD countries),TMN,32.52831202,33.17306724,33.7741748,34.3780051,35.04507028,35.73032401,36.41874373,37.11438541,37.82237184,38.56114956,39.31869672,40.0552127,40.79318098,41.60170099,42.45281658,43.29638211,44.08620823,44.86744544,45.63854143,46.42279683,47.1682934,47.87726576,
Tonga,TON,142.5041667,143.3472222,144.1722222,145.0138889,145.8833333,146.7125,147.4861111,148.1083333,148.5166667,148.8111111,149.1430556,149.4597222,149.3083333,148.7347222,148.0916667,147.3916667,146.8152778,146.4097222,146.0416667,145.7652778,146.1861111,147.2458333,
South Asia (IDA & IBRD),TSA,294.7945877,300.5291954,306.3447502,312.0623388,317.6943699,323.0519872,328.2142696,333.1528552,338.0270384,342.9951395,348.0537814,353.1579797,358.148336,362.964397,367.6482476,372.2215495,376.7323901,381.3148119,385.8461736,390.2620415,394.6507887,398.7135762,
Sub-Saharan Africa (IDA & IBRD countries),TSS,28.42026395,29.18027576,29.96492881,30.77331586,31.41242596,32.27207551,33.16122723,34.08303462,35.03501402,36.01295646,37.01801459,38.04782458,38.89882701,39.97746123,41.08298065,42.22107098,43.37033141,44.53101696,45.72469449,46.94459428,48.19005812,49.43994733,
Trinidad and Tobago,TTO,259.688694,260.9292398,262.3711501,263.8495127,265.3356725,266.8762183,268.4052632,269.9534113,271.5015595,273.1366472,274.911501,276.8070175,278.8259259,280.8438596,282.779922,284.6348928,286.4191033,288.2274854,293.3155945,296.2875244,295.9350877,297.4001949,
Tunisia,TUN,63.67994336,64.33524073,64.97528965,65.6140448,66.24758625,66.86627188,67.47913234,68.1024395,68.74600927,69.41622039,70.12785144,71.01266735,71.92574022,72.73612255,73.56428939,74.39353115,75.21670314,76.0262809,76.80896627,77.55737642,78.28091529,78.93245366,
Turkiye,TUR,83.30437613,84.54974208,85.74076244,86.88243312,88.07488663,89.26979847,90.43479724,91.56200902,92.66884867,93.84462534,95.10458922,96.37599106,97.80990736,99.49731299,101.49302,103.486322,105.2705768,106.6614165,107.5962527,108.4698933,109.3193197,110.1508569,
Tuvalu,TUV,321.2666667,320.7,320.3,322.2666667,326.3666667,330.4,334.3333333,338.3,342.4,346.9333333,351.6666667,356.6666667,361.8,363.9333333,363.3,362.5666667,361.7333333,360.9333333,362.1666667,365.2,368.9666667,373.4666667,
Tanzania,TZA,38.90686837,39.98020885,41.04033755,42.14711899,43.30647889,44.5241646,45.79143373,47.09471325,48.3979273,49.62512192,50.92631181,52.40012531,53.9468695,55.60357078,57.36571687,59.31680176,61.41544592,63.52114699,65.57963762,67.59153195,69.65965003,71.78633326,
Uganda,UGA,120.2176918,123.9343626,127.8469046,131.898984,135.8594865,139.8658125,144.0029378,148.2898954,152.6943697,157.2119514,161.2892879,166.0469679,170.9220776,175.9104827,181.211545,186.9008378,193.2390734,200.1151257,207.0386744,214.1885099,221.447292,228.6743367,
Ukraine,UKR,84.88219556,83.99482178,83.20238547,82.53003245,81.90635206,81.30272188,80.75770851,80.28128183,79.84911448,79.49549644,79.18031658,78.89609542,78.70148105,78.52248843,78.15110739,77.94720434,77.68936629,77.38846021,77.0150466,76.60718502,76.16853469,75.58311184,
Upper middle income,UMC,43.36764713,43.75629145,44.13024344,44.48989976,44.84199107,45.19439632,45.44968282,45.77273767,46.11551952,46.46848493,46.80875306,47.17095577,47.58002206,48.00170748,48.41029472,48.8028151,49.17627577,49.54569824,49.8816347,50.18328381,50.43319082,50.5947017,
Uruguay,URY,18.81055879,18.8603531,18.89178951,18.91327848,18.93384185,18.95591932,18.98229917,19.01868929,19.0613987,19.10727917,19.15581648,19.20715918,19.26141584,19.31882071,19.378711,19.44245229,19.50500514,19.55319392,19.58085933,19.58866987,19.592538,19.57639127,
United States,USA,30.79730133,31.10362839,31.39354993,31.66453462,31.95894507,32.2548766,32.56739985,32.87861136,33.24368685,33.53639923,33.81578008,34.06244395,34.31324483,34.55181319,34.8061343,35.06332868,35.31834714,35.54249482,35.73009646,35.89317567,36.24098511,36.29783633,
Uzbekistan,UZB,56.54215361,57.2696032,57.97479302,58.65794708,59.34191115,60.03684762,60.77377538,61.62611472,62.62584095,63.69473213,65.52632303,67.32169368,68.32147774,69.39872278,70.57934,71.03699501,72.28449968,73.51221549,74.80043669,76.22283256,77.68535119,79.23490819,
St. Vincent and the Grenadines,VCT,291.8282051,291.3871795,290.8974359,290.0205128,288.7384615,287.2897436,285.7102564,284.1641026,282.8615385,281.6410256,280.2769231,278.725641,277.1358974,275.5128205,274.1333333,273.0307692,271.7,270.6384615,269.9512821,269.0358974,268.2871795,267.5179487,
"Venezuela, RB",VEN,27.6942679,28.20724789,28.71824613,29.22966839,29.73405929,30.23500368,30.72624114,31.20582393,31.66921716,32.11597075,32.55486877,32.98697239,33.41128734,33.82803809,34.2307783,34.61222833,34.85229182,34.65045406,33.81401621,32.84585114,32.30026983,31.97082592,
British Virgin Islands,VGB,134.0266667,137.7133333,141.92,146.5466667,151.4333333,156.6466667,162.1533333,167.94,174.1,180.2933333,183.7066667,186.4133333,189.4733333,191.0466667,193.14,195.7733333,198.26,200.4,202.2333333,204.0666667,206.0666667,207.48,
Virgin Islands (U.S.),VIR,310.4057143,310.14,310.0257143,310.0142857,309.9028571,309.8657143,309.6257143,309.5342857,309.7057143,309.7257143,309.5914286,309.4,309.1085714,308.6885714,308.2342857,307.7485714,307.1885714,306.5171429,305.7171429,304.7685714,303.6857143,302.4857143,
Viet Nam,VNM,253.9739664,256.5745508,259.6757624,262.7659077,265.4601445,265.7680997,268.3923976,271.1889281,273.6554675,276.5135247,279.0063391,282.0096685,284.8917906,288.3885786,291.1421414,294.1812351,297.1614298,300.0387616,302.825616,305.5770717,308.3591021,310.9732316,
Vanuatu,VUT,15.75668581,16.1635767,16.58121411,17.00229696,17.42592289,17.8533224,18.28736669,18.73215751,19.19212469,19.66275636,20.13560295,20.6147662,21.10853158,21.61886792,22.14331419,22.67744053,23.23363413,23.80959803,24.38867925,24.97161608,25.56890894,26.1802297,
World,WLD,47.41826816,48.05173911,48.6837998,49.30869607,49.88094287,50.51024397,51.10617438,51.74377598,52.39588979,53.04468414,53.6922448,54.33855871,54.96003625,55.63990812,56.31926192,56.98958808,57.65384502,58.3193954,58.96209252,59.58509696,60.18934359,60.78210869,
Samoa,WSM,65.0204947,65.55830389,65.94699647,66.23321555,66.45689046,66.65229682,66.91837456,67.30671378,67.76925795,68.26007067,68.78869258,69.3819788,70.00848057,70.64982332,71.29222615,71.93321555,72.63038869,74.68705036,75.43201439,76.22482014,77.31258993,78.69208633,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,35.28363354,36.2586075,37.23820103,38.23853439,39.27004565,40.38235316,41.60520105,42.88413736,44.18623028,45.5131712,46.86619694,48.25200295,49.66833532,51.10896831,52.56606247,54.0116768,55.44633597,56.88654469,58.31867909,59.75091577,61.1475008,62.46877853,
South Africa,ZAF,38.59010131,38.93339653,39.28934704,39.65414602,40.02676718,40.4068511,40.79809083,41.21383739,41.68347938,42.18217857,42.68844109,43.2311906,43.80963737,44.41023832,45.11582076,46.0613013,46.51120197,46.6916791,47.26742039,47.88354945,48.47284785,48.95947951,
Zambia,ZMB,13.30544667,13.71011717,14.13564078,14.57912132,15.05002758,15.55693512,16.10401942,16.68313133,17.2896676,17.91534322,18.55296143,19.1902151,19.83435074,20.49392109,21.17030495,21.85693916,22.55580651,23.26915078,23.99264585,24.72521422,25.46135272,26.19503222,
Zimbabwe,ZWE,30.59241566,30.78965491,30.98008013,31.21578907,31.43564948,31.6007574,31.87408556,32.18448494,32.44241179,32.77707122,33.1905674,33.67141011,34.29063203,35.04051183,35.81686183,36.59024687,37.35996898,38.13131963,38.90961355,39.69137392,40.50579294,41.3429598,